# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-01-01T00:00:00.0
# Date end (ISO 8601): 2023-01-02T00:00:00.0
# Latitude (positive North, ISO 19115): 52.5162
# Longitude (positive East, ISO 19115): 13.3777
# Altitude (m): 36.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2023-10-18
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-09-12T09:00:00.0/2022-09-12T10:00:00.0;824.8395;617.4213;520.5263;96.8950;848.7194;549.5797;353.1231;196.4565;583.2188;1.0000
2022-09-12T10:00:00.0/2022-09-12T11:00:00.0;882.1159;667.9104;565.2312;102.6792;861.9671;472.2927;125.5937;346.6991;191.5247;1.0000
2022-09-12T11:00:00.0/2022-09-12T12:00:00.0;884.4440;670.4348;564.7588;105.6760;858.9865;465.4512;137.3539;328.0973;209.1286;1.0000
2022-09-12T12:00:00.0/2022-09-12T13:00:00.0;831.6404;623.6057;517.6410;105.9647;837.0844;463.0696;137.2143;325.8553;220.6871;1.0000
2022-09-12T13:00:00.0/2022-09-12T14:00:00.0;727.2818;531.1182;428.2863;102.8319;791.3679;373.7097;84.5163;289.1934;155.4442;1.0000
2022-09-12T14:00:00.0/2022-09-12T15:00:00.0;578.4615;401.7696;307.7510;94.0187;713.3183;266.3330;38.1625;228.1705;87.9138;1.0000
2022-09-12T15:00:00.0/2022-09-12T16:00:00.0;395.3051;248.9208;173.4069;75.5139;583.2264;164.5926;14.5601;150.0325;47.3043;1.0000
2022-09-12T16:00:00.0/2022-09-12T17:00:00.0;190.2801;95.7783;52.6222;43.1561;341.1163;60.7584;4.5131;56.2454;46.2873;1.0000
2022-09-12T17:00:00.0/2022-09-12T18:00:00.0;16.4435;5.0714;1.1324;3.9389;24.1842;5.0714;1.1324;3.9389;24.1842;0.8333
2022-09-12T18:00:00.0/2022-09-12T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-12T19:00:00.0/2022-09-12T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-12T20:00:00.0/2022-09-12T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-12T21:00:00.0/2022-09-12T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-12T22:00:00.0/2022-09-12T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-12T23:00:00.0/2022-09-13T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-13T00:00:00.0/2022-09-13T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-13T01:00:00.0/2022-09-13T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-13T02:00:00.0/2022-09-13T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-13T03:00:00.0/2022-09-13T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-13T04:00:00.0/2022-09-13T05:00:00.0;8.9320;2.3644;0.2733;2.0911;7.4439;0.2820;0.0000;0.2820;0.0000;0.8583
2022-09-13T05:00:00.0/2022-09-13T06:00:00.0;168.1046;75.4167;33.3474;42.0694;235.7389;9.2336;0.0000;9.2336;0.0000;0.7167
2022-09-13T06:00:00.0/2022-09-13T07:00:00.0;373.9324;217.3535;132.0001;85.3534;467.4041;50.0905;0.0829;50.0076;0.3057;1.0000
2022-09-13T07:00:00.0/2022-09-13T08:00:00.0;559.0801;364.8214;250.0502;114.7713;599.4573;81.6230;0.0016;81.6214;0.0040;1.0000
2022-09-13T08:00:00.0/2022-09-13T09:00:00.0;710.8996;491.6687;356.9131;134.7556;674.8467;168.9550;9.1011;159.8539;16.2315;1.0000
2022-09-13T09:00:00.0/2022-09-13T10:00:00.0;819.0142;582.4817;430.7011;151.7806;707.6909;413.4051;104.3324;309.0727;172.1063;1.0000
2022-09-13T10:00:00.0/2022-09-13T11:00:00.0;876.0267;628.7654;460.9705;167.7948;708.2734;308.6699;33.4992;275.1707;52.0010;1.0000
2022-09-13T11:00:00.0/2022-09-13T12:00:00.0;878.0240;627.6823;449.1445;178.5377;688.4470;175.7771;0.3764;175.4007;0.5765;1.0000
2022-09-13T12:00:00.0/2022-09-13T13:00:00.0;824.8456;581.2659;408.8014;172.4645;666.9882;157.5839;0.2762;157.3077;0.4482;1.0000
2022-09-13T13:00:00.0/2022-09-13T14:00:00.0;720.0938;493.4095;343.1241;150.2853;640.7772;228.4015;20.9194;207.4820;41.4663;1.0000
2022-09-13T14:00:00.0/2022-09-13T15:00:00.0;570.8887;369.8951;247.1879;122.7072;580.8038;220.9352;32.4309;188.5044;74.4366;1.0000
2022-09-13T15:00:00.0/2022-09-13T16:00:00.0;387.3822;224.3136;133.9485;90.3651;458.2622;215.4185;121.7302;93.6883;423.4286;1.0000
2022-09-13T16:00:00.0/2022-09-13T17:00:00.0;182.0658;81.5247;34.8278;46.6969;229.3670;80.2299;32.8853;47.3446;216.1246;1.0000
2022-09-13T17:00:00.0/2022-09-13T18:00:00.0;13.3311;3.6128;0.4315;3.1813;10.0098;3.6128;0.4315;3.1813;10.0098;0.8583
2022-09-13T18:00:00.0/2022-09-13T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-13T19:00:00.0/2022-09-13T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-13T20:00:00.0/2022-09-13T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-13T21:00:00.0/2022-09-13T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-13T22:00:00.0/2022-09-13T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-13T23:00:00.0/2022-09-14T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-14T00:00:00.0/2022-09-14T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-14T01:00:00.0/2022-09-14T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-14T02:00:00.0/2022-09-14T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-14T03:00:00.0/2022-09-14T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-14T04:00:00.0/2022-09-14T05:00:00.0;7.3071;1.9854;0.2332;1.7521;6.5788;0.9195;0.0000;0.9195;0.0000;0.8750
2022-09-14T05:00:00.0/2022-09-14T06:00:00.0;162.3685;77.9945;39.7341;38.2604;288.6633;41.8286;0.7980;41.0306;4.3733;0.7167
2022-09-14T06:00:00.0/2022-09-14T07:00:00.0;368.3093;227.7998;156.2776;71.5223;562.7780;108.7168;13.0128;95.7040;43.9969;1.0000
2022-09-14T07:00:00.0/2022-09-14T08:00:00.0;553.4691;380.0403;290.7075;89.3327;704.6530;201.5932;40.3479;161.2453;91.8742;1.0000
2022-09-14T08:00:00.0/2022-09-14T09:00:00.0;705.1992;509.6711;410.6664;99.0048;783.2715;379.4363;111.5600;267.8763;212.3757;1.0000
2022-09-14T09:00:00.0/2022-09-14T10:00:00.0;813.1288;602.4673;497.6967;104.7706;824.0358;361.4851;57.5351;303.9501;94.7796;1.0000
2022-09-14T10:00:00.0/2022-09-14T11:00:00.0;869.8734;650.5298;542.0410;108.4888;839.1288;373.8611;58.4771;315.3840;90.0838;1.0000
2022-09-14T11:00:00.0/2022-09-14T12:00:00.0;871.5384;650.7393;541.3901;109.3493;836.5274;425.6442;100.7188;324.9254;155.7798;1.0000
2022-09-14T12:00:00.0/2022-09-14T13:00:00.0;817.9858;601.0059;490.0872;110.9187;806.4694;326.4532;41.5578;284.8954;68.6085;1.0000
2022-09-14T13:00:00.0/2022-09-14T14:00:00.0;712.8438;505.3445;393.8259;111.5187;742.8494;251.7014;33.0001;218.7014;59.2164;1.0000
2022-09-14T14:00:00.0/2022-09-14T15:00:00.0;563.2590;374.1187;269.7613;104.3574;641.8544;119.3191;0.2466;119.0725;0.5337;1.0000
2022-09-14T15:00:00.0/2022-09-14T16:00:00.0;379.4094;222.9407;139.2669;83.6737;486.0287;67.1378;0.0032;67.1346;0.0099;1.0000
2022-09-14T16:00:00.0/2022-09-14T17:00:00.0;173.8098;77.6935;33.8088;43.8847;229.4301;43.7206;3.4154;40.3051;39.1144;1.0000
2022-09-14T17:00:00.0/2022-09-14T18:00:00.0;10.5119;2.7345;0.2729;2.4616;6.8573;2.7345;0.2729;2.4616;6.8573;0.8750
2022-09-14T18:00:00.0/2022-09-14T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-14T19:00:00.0/2022-09-14T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-14T20:00:00.0/2022-09-14T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-14T21:00:00.0/2022-09-14T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-14T22:00:00.0/2022-09-14T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-14T23:00:00.0/2022-09-15T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-15T00:00:00.0/2022-09-15T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-15T01:00:00.0/2022-09-15T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-15T02:00:00.0/2022-09-15T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-15T03:00:00.0/2022-09-15T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-15T04:00:00.0/2022-09-15T05:00:00.0;5.8649;1.4646;0.1038;1.3607;3.0257;0.9605;0.0044;0.9561;0.1272;0.8833
2022-09-15T05:00:00.0/2022-09-15T06:00:00.0;156.6035;70.9871;31.5778;39.4093;230.2823;54.2636;12.8007;41.4629;73.9686;0.7167
2022-09-15T06:00:00.0/2022-09-15T07:00:00.0;362.6482;220.1718;143.5686;76.6033;523.5564;130.6545;22.9592;107.6953;102.1187;1.0000
2022-09-15T07:00:00.0/2022-09-15T08:00:00.0;547.8116;376.0273;281.3507;94.6766;688.7480;194.5136;14.1367;180.3769;34.7800;1.0000
2022-09-15T08:00:00.0/2022-09-15T09:00:00.0;699.4449;510.2868;409.1264;101.1604;786.8882;273.6813;37.7602;235.9211;73.0977;1.0000
2022-09-15T09:00:00.0/2022-09-15T10:00:00.0;807.1839;605.6445;500.8947;104.7498;835.9088;296.2609;31.8361;264.4248;51.7976;1.0000
2022-09-15T10:00:00.0/2022-09-15T11:00:00.0;863.6570;653.5978;544.0363;109.5616;848.7443;408.1339;85.1499;322.9840;133.0271;1.0000
2022-09-15T11:00:00.0/2022-09-15T12:00:00.0;864.9883;653.2786;541.7449;111.5337;843.8632;352.3047;50.4105;301.8942;78.6247;1.0000
2022-09-15T12:00:00.0/2022-09-15T13:00:00.0;811.0629;604.2739;492.1464;112.1275;817.2923;307.5580;44.0631;263.4950;72.8832;1.0000
2022-09-15T13:00:00.0/2022-09-15T14:00:00.0;705.5341;510.3662;400.5040;109.8622;763.8658;350.9906;102.0918;248.8988;196.8945;1.0000
2022-09-15T14:00:00.0/2022-09-15T15:00:00.0;555.5752;379.9366;279.1222;100.8144;674.0775;232.9038;53.1685;179.7353;123.4421;1.0000
2022-09-15T15:00:00.0/2022-09-15T16:00:00.0;371.3897;227.0448;146.4233;80.6215;522.5446;110.8224;14.3410;96.4813;46.6176;1.0000
2022-09-15T16:00:00.0/2022-09-15T17:00:00.0;165.5155;77.5792;35.3778;42.2014;250.3903;50.5322;11.3609;39.1712;107.9999;1.0000
2022-09-15T17:00:00.0/2022-09-15T18:00:00.0;8.0483;2.1426;0.2078;1.9348;5.7879;2.1426;0.2078;1.9348;5.7879;0.8917
2022-09-15T18:00:00.0/2022-09-15T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-15T19:00:00.0/2022-09-15T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-15T20:00:00.0/2022-09-15T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-15T21:00:00.0/2022-09-15T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-15T22:00:00.0/2022-09-15T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-15T23:00:00.0/2022-09-16T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-16T00:00:00.0/2022-09-16T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-16T01:00:00.0/2022-09-16T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-16T02:00:00.0/2022-09-16T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-16T03:00:00.0/2022-09-16T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-16T04:00:00.0/2022-09-16T05:00:00.0;4.5613;1.2243;0.1057;1.1186;3.2412;0.3241;0.0000;0.3241;0.0000;0.9000
2022-09-16T05:00:00.0/2022-09-16T06:00:00.0;150.8096;74.7297;38.6218;36.1078;294.7698;29.6999;1.8410;27.8589;10.5423;0.7167
2022-09-16T06:00:00.0/2022-09-16T07:00:00.0;356.9492;228.0880;160.1935;67.8945;595.9283;191.8211;98.8233;92.9978;336.9423;1.0000
2022-09-16T07:00:00.0/2022-09-16T08:00:00.0;542.1080;382.5583;298.1751;84.3831;738.7930;275.9031;113.7988;162.1043;286.1590;1.0000
2022-09-16T08:00:00.0/2022-09-16T09:00:00.0;693.6373;513.5875;420.4737;93.1138;816.2736;360.8874;199.1338;161.7536;369.3950;1.0000
2022-09-16T09:00:00.0/2022-09-16T10:00:00.0;801.1802;608.3792;510.5059;97.8733;858.7415;374.6681;120.4413;254.2268;204.2989;1.0000
2022-09-16T10:00:00.0/2022-09-16T11:00:00.0;857.3785;659.1201;558.9868;100.1332;878.9105;397.3694;92.0101;305.3593;144.6554;1.0000
2022-09-16T11:00:00.0/2022-09-16T12:00:00.0;858.3754;661.3420;561.4957;99.8463;881.8679;400.0799;98.1727;301.9072;154.7677;1.0000
2022-09-16T12:00:00.0/2022-09-16T13:00:00.0;804.0784;613.8633;516.6802;97.1832;866.0847;494.4279;308.4131;186.0148;517.3778;1.0000
2022-09-16T13:00:00.0/2022-09-16T14:00:00.0;698.1668;520.5826;428.8958;91.6868;827.4261;419.9451;247.0660;172.8792;475.2763;1.0000
2022-09-16T14:00:00.0/2022-09-16T15:00:00.0;547.8398;390.2930;308.2995;81.9935;756.3053;384.5730;297.7648;86.8082;733.3945;1.0000
2022-09-16T15:00:00.0/2022-09-16T16:00:00.0;363.3261;235.4417;169.7936;65.6481;621.6457;201.1272;105.1126;96.0145;372.0153;1.0000
2022-09-16T16:00:00.0/2022-09-16T17:00:00.0;157.1860;80.1343;44.4726;35.6616;334.1918;75.8683;35.6072;40.2612;251.0664;1.0000
2022-09-16T17:00:00.0/2022-09-16T18:00:00.0;5.9034;1.6578;0.2231;1.4346;6.7031;1.6578;0.2231;1.4346;6.7031;0.9083
2022-09-16T18:00:00.0/2022-09-16T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-16T19:00:00.0/2022-09-16T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-16T20:00:00.0/2022-09-16T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-16T21:00:00.0/2022-09-16T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-16T22:00:00.0/2022-09-16T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-16T23:00:00.0/2022-09-17T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-17T00:00:00.0/2022-09-17T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-17T01:00:00.0/2022-09-17T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-17T02:00:00.0/2022-09-17T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-17T03:00:00.0/2022-09-17T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-17T04:00:00.0/2022-09-17T05:00:00.0;3.4104;0.8509;0.0362;0.8147;1.0216;0.1103;0.0000;0.1103;0.0000;0.9167
2022-09-17T05:00:00.0/2022-09-17T06:00:00.0;144.9874;67.6297;28.7134;38.9163;220.5629;8.5368;0.0000;8.5368;0.0000;0.7167
2022-09-17T06:00:00.0/2022-09-17T07:00:00.0;351.2127;217.0209;137.2622;79.7586;517.0472;66.8160;0.0469;66.7692;0.1479;1.0000
2022-09-17T07:00:00.0/2022-09-17T08:00:00.0;536.3584;370.4488;269.8149;100.6339;675.4781;82.5434;0.0695;82.4739;0.1731;1.0000
2022-09-17T08:00:00.0/2022-09-17T09:00:00.0;687.7768;501.2127;389.6462;111.5665;763.0938;252.4972;35.3658;217.1315;66.1808;1.0000
2022-09-17T09:00:00.0/2022-09-17T10:00:00.0;795.1185;595.7947;478.6357;117.1590;811.6628;268.5978;38.0661;230.5318;66.3438;1.0000
2022-09-17T10:00:00.0/2022-09-17T11:00:00.0;851.0392;645.9460;526.4785;119.4675;834.4120;322.5770;53.6688;268.9082;85.4950;1.0000
2022-09-17T11:00:00.0/2022-09-17T12:00:00.0;851.7010;647.6328;529.0891;118.5437;837.9379;364.6147;57.2129;307.4017;90.7319;1.0000
2022-09-17T12:00:00.0/2022-09-17T13:00:00.0;797.0346;600.7515;488.3723;112.3792;826.3815;392.3721;155.3469;237.0251;265.1698;1.0000
2022-09-17T13:00:00.0/2022-09-17T14:00:00.0;690.7443;509.1903;408.2268;100.9635;796.5475;357.8388;124.7861;233.0527;249.9514;1.0000
2022-09-17T14:00:00.0/2022-09-17T15:00:00.0;540.0555;380.7914;295.1227;85.6686;734.9837;293.5009;118.7011;174.7998;303.8439;1.0000
2022-09-17T15:00:00.0/2022-09-17T16:00:00.0;355.2216;227.7371;161.4646;66.2725;604.3631;192.2234;104.1413;88.0821;394.3353;1.0000
2022-09-17T16:00:00.0/2022-09-17T17:00:00.0;148.8246;74.4440;39.7882;34.6558;309.2706;74.4440;39.7882;34.6558;309.2706;1.0000
2022-09-17T17:00:00.0/2022-09-17T18:00:00.0;4.0684;1.0902;0.1019;0.9883;2.9254;1.0902;0.1019;0.9883;2.9254;0.9333
2022-09-17T18:00:00.0/2022-09-17T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-17T19:00:00.0/2022-09-17T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-17T20:00:00.0/2022-09-17T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-17T21:00:00.0/2022-09-17T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-17T22:00:00.0/2022-09-17T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-17T23:00:00.0/2022-09-18T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-18T00:00:00.0/2022-09-18T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-18T01:00:00.0/2022-09-18T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-18T02:00:00.0/2022-09-18T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-18T03:00:00.0/2022-09-18T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-18T04:00:00.0/2022-09-18T05:00:00.0;2.4473;0.6063;0.0266;0.5797;0.6347;0.6063;0.0266;0.5797;0.6347;0.9250
2022-09-18T05:00:00.0/2022-09-18T06:00:00.0;139.1370;65.1431;27.7380;37.4051;220.0109;59.6337;19.9441;39.6896;172.7843;0.7167
2022-09-18T06:00:00.0/2022-09-18T07:00:00.0;345.4390;215.3772;136.8531;78.5241;523.5696;212.6133;132.6326;79.9808;501.5049;1.0000
2022-09-18T07:00:00.0/2022-09-18T08:00:00.0;530.5635;371.6611;275.8298;95.8313;698.1169;350.5880;239.3472;111.2409;615.5831;1.0000
2022-09-18T08:00:00.0/2022-09-18T09:00:00.0;681.8641;505.1808;404.4264;100.7544;799.2014;349.8642;123.8947;225.9695;244.3308;1.0000
2022-09-18T09:00:00.0/2022-09-18T10:00:00.0;788.9998;599.3501;492.9432;106.4069;843.0552;291.5126;40.2078;251.3049;70.4465;1.0000
2022-09-18T10:00:00.0/2022-09-18T11:00:00.0;844.6403;645.8674;529.8717;115.9958;846.6681;303.2831;40.2866;262.9965;64.3192;1.0000
2022-09-18T11:00:00.0/2022-09-18T12:00:00.0;844.9669;643.6065;521.3860;122.2204;832.7281;352.5644;152.7162;199.8483;245.7663;1.0000
2022-09-18T12:00:00.0/2022-09-18T13:00:00.0;789.9332;593.8665;476.0144;117.8521;813.1659;395.9243;227.8955;168.0288;393.9474;1.0000
2022-09-18T13:00:00.0/2022-09-18T14:00:00.0;683.2690;500.9374;398.1512;102.7862;785.8582;340.6574;118.0402;222.6172;226.8443;1.0000
2022-09-18T14:00:00.0/2022-09-18T15:00:00.0;532.2250;372.0046;288.0574;83.9471;728.4059;152.0296;2.1719;149.8577;5.0633;1.0000
2022-09-18T15:00:00.0/2022-09-18T16:00:00.0;347.0790;219.4058;154.7231;64.6827;591.7742;169.7678;91.2263;78.5415;384.4737;1.0000
2022-09-18T16:00:00.0/2022-09-18T17:00:00.0;140.4344;68.0092;34.5417;33.4675;275.4389;61.7025;29.9533;31.7492;210.4016;0.9083
2022-09-18T17:00:00.0/2022-09-18T18:00:00.0;2.5913;0.6531;0.0395;0.6136;0.9475;0.3497;0.0000;0.3497;0.0000;0.9167
2022-09-18T18:00:00.0/2022-09-18T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-18T19:00:00.0/2022-09-18T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-18T20:00:00.0/2022-09-18T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-18T21:00:00.0/2022-09-18T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-18T22:00:00.0/2022-09-18T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-09-18T23:00:00.0/2022-09-19T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
